Albanian_BIN|Albanian, binary sort
Bashkir_100_CS_AI_KS_SC|Bashkir-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Bashkir_100_CS_AI_KS_WS_SC|Bashkir-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Bashkir_100_CS_AS_SC|Bashkir-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Bashkir_100_CS_AS_WS_SC|Bashkir-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Bashkir_100_CS_AS_KS_SC|Bashkir-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Bashkir_100_CS_AS_KS_WS_SC|Bashkir-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Bengali_100_BIN|Bengali-100, binary sort
Bengali_100_BIN2|Bengali-100, binary code point comparison sort
Bengali_100_CI_AI|Bengali-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Bengali_100_CI_AI_WS|Bengali-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Bengali_100_CI_AI_KS|Bengali-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Bengali_100_CI_AI_KS_WS|Bengali-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Bengali_100_CI_AS|Bengali-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Bengali_100_CI_AS_WS|Bengali-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Bengali_100_CI_AS_KS|Bengali-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Bengali_100_CI_AS_KS_WS|Bengali-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Bengali_100_CS_AI|Bengali-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Bengali_100_CS_AI_WS|Bengali-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Bengali_100_CS_AI_KS|Bengali-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Bengali_100_CS_AI_KS_WS|Bengali-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Bengali_100_CS_AS|Bengali-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Bengali_100_CS_AS_WS|Bengali-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Bengali_100_CS_AS_KS|Bengali-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Bengali_100_CS_AS_KS_WS|Bengali-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Bengali_100_CI_AI_SC|Bengali-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Bengali_100_CI_AI_WS_SC|Bengali-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Bengali_100_CI_AI_KS_SC|Bengali-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Bengali_100_CI_AI_KS_WS_SC|Bengali-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Bengali_100_CI_AS_SC|Bengali-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Bengali_100_CI_AS_WS_SC|Bengali-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Bengali_100_CI_AS_KS_SC|Bengali-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Bengali_100_CI_AS_KS_WS_SC|Bengali-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Bengali_100_CS_AI_SC|Bengali-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Bengali_100_CS_AI_WS_SC|Bengali-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Bengali_100_CS_AI_KS_SC|Bengali-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Bengali_100_CS_AI_KS_WS_SC|Bengali-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Bengali_100_CS_AS_SC|Bengali-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Bengali_100_CS_AS_WS_SC|Bengali-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Bengali_100_CS_AS_KS_SC|Bengali-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Bengali_100_CS_AS_KS_WS_SC|Bengali-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Bosnian_Cyrillic_100_BIN|Bosnian-Cyrillic-100, binary sort
Bosnian_Cyrillic_100_BIN2|Bosnian-Cyrillic-100, binary code point comparison sort
Bosnian_Cyrillic_100_CI_AI|Bosnian-Cyrillic-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Bosnian_Cyrillic_100_CI_AI_WS|Bosnian-Cyrillic-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Bosnian_Cyrillic_100_CI_AI_KS|Bosnian-Cyrillic-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Bosnian_Cyrillic_100_CI_AI_KS_WS|Bosnian-Cyrillic-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Bosnian_Cyrillic_100_CI_AS|Bosnian-Cyrillic-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Bosnian_Cyrillic_100_CI_AS_WS|Bosnian-Cyrillic-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Bosnian_Cyrillic_100_CI_AS_KS|Bosnian-Cyrillic-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Bosnian_Cyrillic_100_CI_AS_KS_WS|Bosnian-Cyrillic-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Bosnian_Cyrillic_100_CS_AI|Bosnian-Cyrillic-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Bosnian_Cyrillic_100_CS_AI_WS|Bosnian-Cyrillic-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Bosnian_Cyrillic_100_CS_AI_KS|Bosnian-Cyrillic-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Bosnian_Cyrillic_100_CS_AI_KS_WS|Bosnian-Cyrillic-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Bosnian_Cyrillic_100_CS_AS|Bosnian-Cyrillic-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Bosnian_Cyrillic_100_CS_AS_WS|Bosnian-Cyrillic-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Bosnian_Cyrillic_100_CS_AS_KS|Bosnian-Cyrillic-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Bosnian_Cyrillic_100_CS_AS_KS_WS|Bosnian-Cyrillic-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Bosnian_Cyrillic_100_CI_AI_SC|Bosnian-Cyrillic-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Bosnian_Cyrillic_100_CI_AI_WS_SC|Bosnian-Cyrillic-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Bosnian_Cyrillic_100_CI_AI_KS_SC|Bosnian-Cyrillic-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Bosnian_Cyrillic_100_CI_AI_KS_WS_SC|Bosnian-Cyrillic-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Bosnian_Cyrillic_100_CI_AS_SC|Bosnian-Cyrillic-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Bosnian_Cyrillic_100_CI_AS_WS_SC|Bosnian-Cyrillic-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Bosnian_Cyrillic_100_CI_AS_KS_SC|Bosnian-Cyrillic-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Bosnian_Cyrillic_100_CI_AS_KS_WS_SC|Bosnian-Cyrillic-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Bosnian_Cyrillic_100_CS_AI_SC|Bosnian-Cyrillic-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Bosnian_Cyrillic_100_CS_AI_WS_SC|Bosnian-Cyrillic-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Bosnian_Cyrillic_100_CS_AI_KS_SC|Bosnian-Cyrillic-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Bosnian_Cyrillic_100_CS_AI_KS_WS_SC|Bosnian-Cyrillic-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Bosnian_Cyrillic_100_CS_AS_SC|Bosnian-Cyrillic-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Bosnian_Cyrillic_100_CS_AS_WS_SC|Bosnian-Cyrillic-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Bosnian_Cyrillic_100_CS_AS_KS_SC|Bosnian-Cyrillic-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Bosnian_Cyrillic_100_CS_AS_KS_WS_SC|Bosnian-Cyrillic-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Bosnian_Latin_100_BIN|Bosnian-Latin-100, binary sort
Bosnian_Latin_100_BIN2|Bosnian-Latin-100, binary code point comparison sort
Bosnian_Latin_100_CI_AI|Bosnian-Latin-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Bosnian_Latin_100_CI_AI_WS|Bosnian-Latin-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Bosnian_Latin_100_CI_AI_KS|Bosnian-Latin-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Bosnian_Latin_100_CI_AI_KS_WS|Bosnian-Latin-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Bosnian_Latin_100_CI_AS|Bosnian-Latin-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Bosnian_Latin_100_CI_AS_WS|Bosnian-Latin-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Bosnian_Latin_100_CI_AS_KS|Bosnian-Latin-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Bosnian_Latin_100_CI_AS_KS_WS|Bosnian-Latin-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Bosnian_Latin_100_CS_AI|Bosnian-Latin-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Bosnian_Latin_100_CS_AI_WS|Bosnian-Latin-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Bosnian_Latin_100_CS_AI_KS|Bosnian-Latin-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Bosnian_Latin_100_CS_AI_KS_WS|Bosnian-Latin-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Bosnian_Latin_100_CS_AS|Bosnian-Latin-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Bosnian_Latin_100_CS_AS_WS|Bosnian-Latin-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Bosnian_Latin_100_CS_AS_KS|Bosnian-Latin-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Bosnian_Latin_100_CS_AS_KS_WS|Bosnian-Latin-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Bosnian_Latin_100_CI_AI_SC|Bosnian-Latin-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Bosnian_Latin_100_CI_AI_WS_SC|Bosnian-Latin-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Bosnian_Latin_100_CI_AI_KS_SC|Bosnian-Latin-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Bosnian_Latin_100_CI_AI_KS_WS_SC|Bosnian-Latin-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Bosnian_Latin_100_CI_AS_SC|Bosnian-Latin-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Bosnian_Latin_100_CI_AS_WS_SC|Bosnian-Latin-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Bosnian_Latin_100_CI_AS_KS_SC|Bosnian-Latin-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Bosnian_Latin_100_CI_AS_KS_WS_SC|Bosnian-Latin-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Bosnian_Latin_100_CS_AI_SC|Bosnian-Latin-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Bosnian_Latin_100_CS_AI_WS_SC|Bosnian-Latin-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Bosnian_Latin_100_CS_AI_KS_SC|Bosnian-Latin-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Bosnian_Latin_100_CS_AI_KS_WS_SC|Bosnian-Latin-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Bosnian_Latin_100_CS_AS_SC|Bosnian-Latin-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Bosnian_Latin_100_CS_AS_WS_SC|Bosnian-Latin-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Bosnian_Latin_100_CS_AS_KS_SC|Bosnian-Latin-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Bosnian_Latin_100_CS_AS_KS_WS_SC|Bosnian-Latin-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Breton_100_BIN|Breton-100, binary sort
Breton_100_BIN2|Breton-100, binary code point comparison sort
Breton_100_CI_AI|Breton-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Breton_100_CI_AI_WS|Breton-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Breton_100_CI_AI_KS|Breton-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Breton_100_CI_AI_KS_WS|Breton-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Breton_100_CI_AS|Breton-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Breton_100_CI_AS_WS|Breton-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Breton_100_CI_AS_KS|Breton-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Breton_100_CI_AS_KS_WS|Breton-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Breton_100_CS_AI|Breton-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Breton_100_CS_AI_WS|Breton-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Breton_100_CS_AI_KS|Breton-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Breton_100_CS_AI_KS_WS|Breton-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Breton_100_CS_AS|Breton-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Breton_100_CS_AS_WS|Breton-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Breton_100_CS_AS_KS|Breton-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Breton_100_CS_AS_KS_WS|Breton-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Breton_100_CI_AI_SC|Breton-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Breton_100_CI_AI_WS_SC|Breton-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Breton_100_CI_AI_KS_SC|Breton-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Breton_100_CI_AI_KS_WS_SC|Breton-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Breton_100_CI_AS_SC|Breton-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Breton_100_CI_AS_WS_SC|Breton-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Breton_100_CI_AS_KS_SC|Breton-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Breton_100_CI_AS_KS_WS_SC|Breton-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Breton_100_CS_AI_SC|Breton-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Breton_100_CS_AI_WS_SC|Breton-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Breton_100_CS_AI_KS_SC|Breton-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Breton_100_CS_AI_KS_WS_SC|Breton-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Breton_100_CS_AS_SC|Breton-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Breton_100_CS_AS_WS_SC|Breton-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
